Name,Program Identifier,Inspection Date,Description,Address,City,Zip Code,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Location
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,12/17/14,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,15,Unsatisfactory,FALSE,red,0600 - Adequate handwashing facilities,10,PR0081685,DAU3PUZAS,IVMSR9F8C,
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,12/17/14,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,15,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0081685,DAU3PUZAS,IVUDUQLRI,
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,10/14/14,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Consultation/Education - Field,0,Complete,FALSE,,,0,PR0081685,DADVD0J6G,,
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,3/31/14,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,0,Complete,FALSE,,,0,PR0081685,DAT7VDNQB,,
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,9/11/13,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Consultation/Education - Field,0,Complete,FALSE,,,0,PR0081685,DAHX1HC5U,,
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,5/23/13,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,10,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0081685,DAXIA0OGO,IVIMGFRSI,
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,1/15/13,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0081685,DA2405997,,
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,9/14/12,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Consultation/Education - Field,0,Complete,FALSE,,,0,PR0081685,DA2370888,,
"7-ELEVEN, INC #35289A",7-ELEVEN 35289A,6/6/12,Seating 0-12 - Risk Category III,4224 UNIVERSITY WAY NE,SEATTLE,98105,(206) 632-0722,-122.3128541,47.65910767,"7-ELEVEN, INC #35289A",Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0081685,DA2340321,,
A BURGER PLACE,A BURGER PLACE,7/28/15,Seating 13-50 - Risk Category III,4234 UNIVERSITY WAY NE ,Seattle,98105,(425) 889-2046,-122.3128521,47.65924291,A BURGER PLACE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0016318,DAMBRRGD9,,
A BURGER PLACE,A BURGER PLACE,3/11/15,Seating 13-50 - Risk Category III,4234 UNIVERSITY WAY NE ,Seattle,98105,(425) 889-2046,-122.3128521,47.65924291,A BURGER PLACE,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0016318,DAP8RQWNH,,
A BURGER PLACE,A BURGER PLACE,12/29/14,Seating 13-50 - Risk Category III,4234 UNIVERSITY WAY NE ,Seattle,98105,(425) 889-2046,-122.3128521,47.65924291,A BURGER PLACE,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0016318,DA7XKZ51Q,,
A BURGER PLACE,A BURGER PLACE,9/15/14,Seating 13-50 - Risk Category III,4234 UNIVERSITY WAY NE ,Seattle,98105,(425) 889-2046,-122.3128521,47.65924291,A BURGER PLACE,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0016318,DADTGXH3W,,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,12/29/15,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0083173,DA527VRDT,,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,7/13/15,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,5,Satisfactory,FALSE,blue,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0083173,DAQBLIBMB,IVQOPBZCZ,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,12/31/14,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,23,Unsatisfactory,FALSE,blue,3700 - In-use utensils properly stored,3,PR0083173,DASP3EXEQ,IV1LN1JT0,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,12/31/14,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,23,Unsatisfactory,FALSE,red,0600 - Adequate handwashing facilities,10,PR0083173,DASP3EXEQ,IVQX04ED9,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,12/31/14,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,23,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0083173,DASP3EXEQ,IVMBUYYLR,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,12/31/14,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,23,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0083173,DASP3EXEQ,IVJAJO9D4,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,10/30/14,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,5,Satisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0083173,DARDBFWYG,IVYL4K0K7,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,4/6/14,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0083173,DA2B2GEUW,,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,12/10/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0083173,DASNWJJNX,,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,10/9/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Return Inspection,5,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0083173,DAABPD0R6,IVOCNWB2E,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,9/12/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Return Inspection,20,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0083173,DAMXFKYBX,IVXJHHHQS,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,9/12/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Return Inspection,20,Unsatisfactory,FALSE,red,2200 - Accurate thermometer provided and used ...,5,PR0083173,DAMXFKYBX,IV7M0NPTE,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,9/12/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Return Inspection,20,Unsatisfactory,FALSE,red,0600 - Adequate handwashing facilities,10,PR0083173,DAMXFKYBX,IVF6EBAUZ,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0083173,DACMEX7OW,IV5ZH0XDK,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,blue,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0083173,DACMEX7OW,IVN6H3WYA,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,blue,"4100 - Warewashing facilities properly installed,...",5,PR0083173,DACMEX7OW,IVGB5JSHN,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,blue,2900 - Adequate equipment for temperature control,5,PR0083173,DACMEX7OW,IVVOSI0LA,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0083173,DACMEX7OW,IVCDK5GKO,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,red,0600 - Adequate handwashing facilities,10,PR0083173,DACMEX7OW,IVJSJLY1E,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,red,"1000 - Food in good condition, safe and unadulterated; approved additives",10,PR0083173,DACMEX7OW,IVGFIG7P3,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0083173,DACMEX7OW,IVGXZNWNT,
A PIZZA MART BAR & GRILL INC,A PIZZA MART BAR & GRILL INC,8/21/13,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE D,SEATTLE,98105,(206) 697-5011,-122.312678,47.66761667,A PIZZA MART BAR & GRILL INC,Routine Inspection/Field Review,60,Unsatisfactory,FALSE,red,2200 - Accurate thermometer provided and used ...,5,PR0083173,DACMEX7OW,IVPOEDEKX,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),11/17/15,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0048108,DAMXA6L22,,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),9/2/15,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Consultation/Education - Field,0,Complete,FALSE,,,0,PR0048108,DACEZ00B0,,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),6/17/15,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0048108,DAZPVTXWA,,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),12/31/14,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0048108,DAMBNGYX2,,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),8/8/14,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0048108,DAIUU8AMK,,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),1/10/14,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Consultation/Education - Field,0,Complete,FALSE,,,0,PR0048108,DAKEV2B8O,,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),12/12/13,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,5,Satisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0048108,DAX0FC24E,IVZOSDHYW,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),12/4/13,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Consultation/Education - Field,0,Complete,FALSE,,,0,PR0048108,DA2481115,,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),4/29/13,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Return Inspection,10,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0048108,DA12XKKHJ,IV0TWSIU9,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),4/8/13,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,10,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0048108,DA2426576,IV6664690,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),11/14/12,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Consultation/Education - Field,0,Complete,FALSE,,,0,PR0048108,DA2389713,,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),8/14/12,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,15,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0048108,DA2361321,IV5754912,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),8/14/12,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,15,Unsatisfactory,FALSE,blue,"3400 - Wiping cloths properly used, stored",5,PR0048108,DA2361321,IV5754882,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),5/3/12,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,15,Unsatisfactory,FALSE,red,0200 - Food Worker Cards current for all food...,5,PR0048108,DA2330587,IV5300449,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),5/3/12,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Routine Inspection/Field Review,15,Unsatisfactory,FALSE,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0048108,DA2330587,IV5300486,
AFC SUSHI @  (QFC #807),AFC SUSHI @  (QFC #807),11/9/11,Seating 0-12 - Risk Category III,2746 NE 45TH ST,Seattle,98105,,-122.2964165,47.66281841,AFC SUSHI @  (QFC #807),Consultation/Education - Field,0,Complete,FALSE,,,0,PR0048108,DA2279564,,
